customer_id,transaction_date,transaction_amount,discount_amount,transaction_quantity,transaction_duration,transaction_type
C0092,2024-01-06,694.8,111.38,5,59.82,refund
C0078,2024-01-06,837.86,117.44,2,35.87,purchase
C0071,2024-01-06,825.22,38.19,7,23.02,subscription
C0069,2024-01-06,403.88,117.46,4,5.29,refund
C0061,2024-01-06,303.41,90.63,2,43.09,refund
C0001,2024-01-06,676.66,16.08,6,32.38,refund
C0065,2024-01-06,621.92,95.06,1,9.22,refund
C0034,2024-01-06,462.53,70.46,4,54.65,refund
C0045,2024-01-06,336.43,59.81,9,26.96,subscription
C0012,2024-01-07,728.93,184.09,5,32.52,refund
C0037,2024-01-07,617.52,83.42,1,28.73,subscription
C0015,2024-01-07,134.47,29.74,6,40.47,refund
C0024,2024-01-07,430.51,68.03,3,26.06,refund
C0024,2024-01-07,591.56,169.84,5,44.23,subscription
C0016,2024-01-07,480.44,76.79,3,33.28,subscription
C0005,2024-01-07,214.61,21.91,9,55.87,subscription
C0008,2024-01-07,967.4,157.01,3,58.41,subscription
C0070,2024-01-07,774.06,142.87,6,46.55,subscription
C0017,2024-01-07,142.46,19.47,8,47.46,purchase
C0062,2024-01-07,345.83,56.5,8,51.48,subscription
C0070,2024-01-07,834.54,38.2,3,40.07,subscription
C0033,2024-01-07,878.08,138.96,6,16.43,subscription
C0069,2024-01-07,341.98,83.7,7,26.35,purchase
C0067,2024-01-07,453.93,89.46,5,35.29,purchase
C0068,2024-01-07,477.58,24.79,2,38.94,subscription
C0055,2024-01-07,96.19,14.12,2,22.59,purchase
C0031,2024-01-07,439.93,45.03,2,43.6,refund
C0063,2024-01-07,539.47,96.51,8,21.5,subscription
C0004,2024-01-07,311.63,7.57,5,6.26,refund
C0051,2024-01-07,193.69,45.56,8,58.71,refund
C0027,2024-01-07,419.51,119.87,1,20.15,subscription
C0064,2024-01-07,657.71,38.32,4,18.34,subscription
C0085,2024-01-07,904.68,8.04,8,21.87,purchase
C0074,2024-01-07,70.17,18.91,9,26.22,refund
C0015,2024-01-07,941.2,70.73,6,49.52,purchase
C0002,2024-01-07,221.58,17.76,4,15.12,purchase
C0027,2024-01-07,741.1,147.99,1,11.5,purchase
C0069,2024-01-07,178.93,11.8,7,33.26,purchase
C0073,2024-01-07,130.4,2.54,5,42.46,purchase
C0069,2024-01-07,738.55,187.92,3,37.07,purchase
C0081,2024-01-07,106.25,12.42,2,6.25,subscription
C0089,2024-01-07,15.51,4.62,6,15.18,refund
C0083,2024-01-07,917.09,57.14,2,42.74,purchase
C0058,2024-01-07,309.58,65.66,5,47.94,purchase
C0001,2024-01-07,881.02,245.0,7,50.5,subscription
C0029,2024-01-07,28.91,0.3,2,7.08,subscription
C0062,2024-01-07,859.96,218.17,6,5.41,refund
C0047,2024-01-07,715.13,80.64,6,10.2,subscription
C0028,2024-01-07,81.89,13.71,7,23.38,subscription
C0045,2024-01-07,325.66,97.0,8,12.19,subscription
C0001,2024-01-07,513.91,152.88,3,52.41,subscription
C0048,2024-01-07,816.62,200.23,9,9.38,refund
C0015,2024-01-07,824.42,146.78,4,20.05,refund
C0015,2024-01-07,133.83,1.67,4,44.06,purchase
C0002,2024-01-07,365.85,101.71,5,19.14,refund
C0014,2024-01-07,257.18,46.98,2,18.99,purchase
C0072,2024-01-07,304.22,18.05,1,20.02,refund
C0083,2024-01-07,14.6,3.83,7,35.22,refund
C0089,2024-01-07,189.25,32.46,1,47.35,refund
C0087,2024-01-08,111.25,20.86,6,25.49,refund
C0022,2024-01-08,879.96,220.63,1,38.85,refund
C0039,2024-01-08,36.83,2.45,8,15.79,refund
C0053,2024-01-08,335.01,83.69,4,57.23,subscription
C0018,2024-01-08,867.31,245.81,1,19.83,refund
C0035,2024-01-08,331.63,74.12,3,30.58,refund
C0068,2024-01-08,435.44,55.5,9,6.65,purchase
C0094,2024-01-08,621.2,89.99,6,26.85,purchase
C0056,2024-01-08,240.88,15.95,8,47.68,subscription
C0044,2024-01-08,200.18,6.39,4,10.62,refund
C0035,2024-01-08,535.39,40.99,9,15.37,refund
C0042,2024-01-08,740.8,156.93,1,40.71,subscription
C0021,2024-01-08,431.85,37.25,3,28.03,refund
C0055,2024-01-08,644.25,60.62,2,19.15,subscription
C0094,2024-01-08,565.05,20.32,9,57.59,subscription
C0026,2024-01-08,513.79,71.65,8,51.11,refund
C0020,2024-01-08,51.26,1.3,1,8.96,purchase
C0065,2024-01-08,793.23,233.95,9,47.12,subscription
C0002,2024-01-08,56.17,4.82,4,55.54,refund
C0042,2024-01-08,731.31,211.64,9,11.8,purchase
C0027,2024-01-08,63.66,11.23,7,47.14,subscription
C0014,2024-01-08,287.88,34.23,8,6.15,subscription
C0093,2024-01-08,262.62,4.41,9,28.98,refund
C0058,2024-01-08,863.62,212.56,3,45.17,purchase
C0004,2024-01-08,59.71,8.32,7,39.95,purchase
C0090,2024-01-08,895.05,175.69,5,29.22,refund
C0091,2024-01-08,795.6,20.43,3,5.77,refund
C0012,2024-01-08,44.04,12.01,4,15.02,purchase
C0023,2024-01-08,995.95,177.94,9,24.27,purchase
C0040,2024-01-08,483.73,82.7,9,47.7,subscription
C0084,2024-01-08,798.68,237.68,7,19.54,refund
C0012,2024-01-08,159.47,31.26,8,53.88,refund
C0029,2024-01-08,907.12,264.12,5,40.38,subscription
C0036,2024-01-08,187.85,54.08,9,49.56,refund
C0049,2024-01-08,977.07,291.76,7,56.67,purchase
C0025,2024-01-08,102.33,5.11,6,19.02,purchase
C0095,2024-01-08,984.33,243.34,3,21.24,subscription
C0086,2024-01-08,240.31,58.11,7,58.35,purchase
C0082,2024-01-08,487.45,7.26,2,56.82,purchase
C0001,2024-01-08,463.06,72.08,3,17.51,subscription
C0089,2024-01-08,528.29,155.9,8,59.05,subscription
C0026,2024-01-08,295.68,72.26,2,59.53,purchase
C0052,2024-01-08,85.0,15.42,7,24.74,refund
C0082,2024-01-08,635.26,72.89,1,50.99,purchase
C0049,2024-01-08,925.28,218.13,7,5.35,subscription
C0090,2024-01-08,206.08,45.01,6,48.8,refund
C0056,2024-01-08,840.24,165.05,6,55.23,purchase
C0012,2024-01-08,994.7,26.8,7,7.43,refund
C0001,2024-01-09,223.13,66.51,2,21.76,refund
C0053,2024-01-09,43.45,7.73,3,16.57,subscription
C0004,2024-01-09,41.85,4.14,6,17.5,subscription
C0082,2024-01-09,498.17,129.22,1,57.04,subscription
C0067,2024-01-09,833.93,43.8,6,44.39,subscription
C0086,2024-01-09,286.08,60.11,3,52.1,refund
C0070,2024-01-09,32.22,8.36,8,51.53,purchase
C0034,2024-01-09,270.75,56.44,4,15.29,subscription
C0058,2024-01-09,191.17,25.16,2,7.47,subscription
C0041,2024-01-09,488.24,60.94,5,8.2,subscription
C0073,2024-01-09,404.47,3.17,5,26.77,subscription
C0089,2024-01-09,276.16,52.06,6,19.59,refund
C0085,2024-01-09,210.03,14.79,8,7.51,refund
C0048,2024-01-09,872.51,11.59,9,53.59,refund
C0019,2024-01-09,100.44,22.8,6,15.26,purchase
C0068,2024-01-09,724.93,133.77,4,26.46,refund
C0064,2024-01-09,542.31,116.43,1,6.95,subscription
C0076,2024-01-09,818.52,69.88,1,11.26,refund
C0028,2024-01-09,682.38,200.61,3,13.03,purchase
C0060,2024-01-09,100.41,26.36,2,13.04,refund
C0020,2024-01-09,551.16,163.59,4,32.24,purchase
C0032,2024-01-09,995.33,124.47,2,9.34,refund
C0021,2024-01-09,715.53,21.61,3,51.45,purchase
C0093,2024-01-09,326.12,92.95,4,36.54,refund
C0041,2024-01-09,480.8,48.47,4,16.04,subscription
C0055,2024-01-09,575.67,73.4,3,24.46,subscription
C0070,2024-01-09,546.22,103.81,7,16.99,subscription
C0096,2024-01-09,741.29,102.6,3,41.05,purchase
C0039,2024-01-09,920.12,219.15,5,15.76,purchase
C0078,2024-01-09,655.13,169.43,2,42.37,subscription
C0058,2024-01-09,652.2,139.05,3,35.02,subscription
C0024,2024-01-09,254.97,72.2,8,16.82,refund
C0081,2024-01-09,790.9,216.64,6,47.29,subscription
C0030,2024-01-09,711.72,119.68,6,36.03,purchase
C0019,2024-01-09,420.51,118.89,4,56.35,refund
C0079,2024-01-09,198.82,20.7,2,41.7,purchase
C0053,2024-01-09,335.76,93.84,2,27.46,subscription
C0055,2024-01-09,571.5,72.72,5,14.88,purchase
C0049,2024-01-09,587.29,6.81,4,48.1,subscription
C0043,2024-01-09,459.76,114.48,8,5.61,subscription
C0076,2024-01-09,708.39,160.28,8,14.27,refund
C0051,2024-01-09,160.92,19.84,2,5.12,refund
C0019,2024-01-09,300.81,88.29,7,49.99,refund
C0089,2024-01-09,767.22,24.11,3,24.43,purchase
C0001,2024-01-09,197.44,12.53,8,16.74,subscription
C0093,2024-01-09,341.07,64.5,2,34.3,subscription
C0080,2024-01-09,277.94,67.16,6,33.76,refund
C0067,2024-01-09,941.4,80.72,4,15.25,refund
C0064,2024-01-09,820.71,147.4,5,52.19,refund
C0092,2024-01-10,422.89,41.48,8,22.92,subscription
C0023,2024-01-10,983.49,86.42,8,34.79,purchase
C0069,2024-01-10,651.34,40.94,1,25.98,subscription
C0071,2024-01-10,261.68,67.68,5,6.06,subscription
C0001,2024-01-10,218.06,31.03,2,29.94,purchase
C0036,2024-01-10,563.81,125.55,9,26.32,subscription
C0085,2024-01-10,477.54,58.43,6,28.27,refund
C0091,2024-01-10,838.91,236.09,9,46.92,subscription
C0037,2024-01-10,461.36,14.23,6,38.28,purchase
C0055,2024-01-10,721.35,46.27,1,32.24,subscription
C0048,2024-01-10,851.13,194.31,4,14.05,subscription
C0086,2024-01-10,712.57,210.29,3,33.69,refund
C0051,2024-01-10,575.03,76.35,7,41.27,purchase
C0095,2024-01-10,448.44,66.07,1,35.24,purchase
C0071,2024-01-10,231.0,4.6,3,12.49,refund
C0068,2024-01-10,511.3,75.19,3,55.13,subscription
C0040,2024-01-10,40.75,10.95,7,7.31,subscription
C0058,2024-01-10,391.03,24.09,4,38.23,subscription
C0024,2024-01-10,49.64,0.26,6,26.95,refund
C0091,2024-01-10,530.36,5.8,8,30.99,subscription
C0099,2024-01-10,758.17,106.85,5,51.83,purchase
C0034,2024-01-10,563.05,24.85,5,25.59,subscription
C0045,2024-01-10,455.31,103.31,3,38.11,subscription
C0093,2024-01-10,29.7,8.24,9,41.85,purchase
C0047,2024-01-10,868.12,68.37,4,28.24,refund
C0018,2024-01-10,220.25,56.67,4,16.85,refund
C0006,2024-01-10,870.76,122.96,7,47.85,purchase
C0017,2024-01-10,881.61,33.53,8,11.3,subscription
C0087,2024-01-10,824.26,32.77,6,22.26,refund
C0095,2024-01-10,522.9,33.57,8,27.02,subscription
C0016,2024-01-10,489.7,132.3,4,8.13,subscription
C0087,2024-01-10,128.43,16.06,8,50.25,purchase
C0012,2024-01-10,22.95,1.18,7,18.87,subscription
C0086,2024-01-10,287.74,77.26,8,45.37,refund
C0008,2024-01-11,952.52,179.35,6,48.55,subscription
C0049,2024-01-11,920.67,15.23,6,45.32,refund
C0029,2024-01-11,548.36,110.38,6,17.7,refund
C0024,2024-01-11,456.33,15.5,5,14.1,purchase
C0095,2024-01-11,688.12,177.69,3,34.26,subscription
C0056,2024-01-11,731.53,11.2,1,54.56,refund
C0011,2024-01-11,817.43,153.87,3,52.75,subscription
C0067,2024-01-11,29.11,8.43,2,50.07,refund
C0046,2024-01-11,34.72,9.83,6,15.38,subscription
C0002,2024-01-11,60.92,11.53,9,44.88,purchase
C0002,2024-01-11,307.42,5.32,6,33.3,purchase
C0045,2024-01-11,804.25,189.82,4,45.01,purchase
C0066,2024-01-11,690.61,41.38,6,9.87,refund
C0085,2024-01-11,284.48,38.43,6,47.6,purchase
C0012,2024-01-11,177.36,19.28,6,16.55,purchase
C0034,2024-01-11,336.85,59.08,5,38.26,refund
C0080,2024-01-11,54.41,7.36,1,26.44,purchase
C0050,2024-01-11,441.82,23.47,1,15.58,purchase
C0002,2024-01-11,321.69,11.27,2,39.51,purchase
C0021,2024-01-11,28.39,4.17,6,20.37,refund
C0061,2024-01-11,800.86,210.57,8,59.32,subscription
C0033,2024-01-11,91.89,11.08,4,52.04,subscription
C0087,2024-01-11,916.85,268.34,5,27.68,refund
C0084,2024-01-11,281.38,69.87,5,43.86,refund
C0095,2024-01-11,96.51,3.14,2,30.62,purchase
C0092,2024-01-11,977.2,188.25,3,15.97,purchase
C0072,2024-01-11,352.51,71.09,6,27.71,subscription
C0061,2024-01-11,45.61,9.01,4,47.43,subscription
C0026,2024-01-11,440.59,83.47,6,24.67,refund
C0044,2024-01-11,191.54,31.33,5,46.68,refund
C0058,2024-01-11,727.35,77.14,3,54.12,refund
C0030,2024-01-11,405.28,90.7,7,22.27,purchase
C0054,2024-01-11,380.96,53.61,6,33.32,refund
C0060,2024-01-11,818.94,125.6,5,14.0,purchase
