customer_id,log_transaction_amount,log_transaction_amount_bin_10
C0013,6.799334530027717,9
C0081,6.4794155297715745,9
C0004,5.802812998119156,7
C0065,6.832816192317643,9
C0008,6.077711048321367,8
C0053,6.720147776158943,9
C0036,6.272556200376389,8
C0061,5.930094334908104,7
C0057,6.752830966645071,9
C0026,5.054524579665976,5
C0093,4.33033852551513,4
C0010,6.801216291421215,9
C0062,6.436855248088466,8
C0037,3.7278597537548204,2
C0090,6.355743010885896,8
C0029,6.6936457972977985,9
C0099,6.004356092899212,7
C0033,5.705181495569908,7
C0061,6.690755317115887,9
C0079,6.259982913110182,8
C0011,6.692034113483565,9
C0091,3.3816747151732915,2
C0009,6.527723972130783,9
C0077,6.661867528187334,9
C0062,6.824862680892571,9
C0014,6.128003911246809,8
C0089,6.205345331143007,8
C0028,6.544501599683194,9
C0052,3.740285242173836,2
C0086,6.885990127193927,9
C0094,5.822542810377044,7
C0038,6.086365552302702,8
C0076,6.322996026838024,8
C0068,5.081218012218138,5
C0084,4.9847019120697516,5
C0059,2.883682769745368,0
C0049,6.864430154243763,9
C0068,4.857406411505574,5
C0038,6.422841037000647,8
C0078,6.848079581794282,9
C0030,6.564602779004281,9
C0004,6.3041196806256625,8
C0012,6.543508886689927,9
C0066,6.77078942390898,9
C0002,6.7439296137240134,9
C0022,3.4882920885130893,2
C0009,6.7905695648937,9
C0042,5.450737979243263,6
C0082,6.62915187046356,9
C0088,6.736480481446957,9
C0044,6.866110029013423,9
C0082,4.43022138352355,4
C0057,6.810473156175584,9
C0060,6.725057651482459,9
C0022,4.603368564041463,4
C0016,6.877368233842118,9
C0041,6.203446033716,8
C0021,6.59356494664956,9
C0047,5.228002192633011,6
C0077,6.898653987592934,9
C0018,5.994634517438803,7
C0043,6.7324013915037755,9
C0036,6.772931623173669,9
C0039,6.6052979209482015,9
C0074,6.49626203813563,9
C0096,5.977593791422191,7
C0086,3.8465240231954505,3
C0091,6.713527119081616,9
C0014,4.788074906042627,5
C0071,6.796834891396793,9
C0015,6.273027938551586,8
C0055,6.806829360392176,9
C0070,5.795084633062987,7
C0091,5.747512237517526,7
C0019,5.5727242117997875,7
C0034,6.830118009254985,9
C0100,5.488524417615982,6
C0080,5.814130531825066,7
C0010,6.232487308509429,8
C0027,5.988359732154503,7
C0084,6.520738940942433,9
C0030,5.381830966775854,6
C0038,6.317994667128004,8
C0048,6.104703942714493,8
C0033,6.383945727657852,8
C0024,6.635421483477155,9
C0058,5.9734024042895735,7
C0048,5.88030949774182,7
C0073,6.817918094976153,9
C0012,5.450652112851316,6
C0014,6.389367803008857,8
C0098,6.906164013590645,9
C0089,6.520635854990748,9
C0008,4.825509809969567,5
C0011,5.807962293565865,7
C0028,6.778784897685177,9
C0014,5.939012687105558,7
C0027,6.59468702013994,9
C0018,6.901073002218215,9
C0048,4.4916654851912705,4
C0084,6.669358486205113,9
C0007,5.814190231535541,7
C0009,5.961082656221897,7
C0038,6.758733092589108,9
C0032,6.46302945692067,9
C0043,5.108910770030852,5
C0004,6.894467384655202,9
C0047,6.772038643309411,9
C0055,6.274950327428353,8
C0048,3.971234865059992,3
C0057,6.520459111489293,9
C0011,6.498854274938072,9
C0056,4.462684537691336,4
C0085,5.719163576694504,7
C0100,6.4098129743802525,8
C0008,2.7298116928837226,0
C0084,4.935839906239309,5
C0088,6.784049739873984,9
C0056,6.042965319970385,8
C0035,6.671121137485428,9
C0034,6.863730243532151,9
C0095,6.698711852046709,9
C0040,6.580763956124435,9
C0075,6.125077186431902,8
C0002,4.538923540169165,4
C0009,6.285159754373137,8
C0032,6.847761083405315,9
C0004,6.519869740772798,9
C0085,6.799913910775058,9
C0065,4.583537885860977,4
C0057,6.530206848868181,9
C0053,5.787326737033131,7
C0093,6.26168250580812,8
C0036,5.8654193485906525,7
C0094,5.937588974138664,7
C0020,3.170945291110651,1
C0082,5.568726110329361,7
C0010,4.966056250698289,5
C0016,5.178857926510709,6
C0027,6.792546427269496,9
C0015,6.772485232918167,9
C0056,6.637900026995965,9
C0064,6.688964739549405,9
C0093,6.574140954636445,9
C0067,5.048380560338514,5
C0038,6.020489226148598,8
C0004,6.88154476496205,9
C0100,5.526727027534746,6
C0085,5.80263183869837,7
C0067,3.027230940613362,1
C0040,6.76254451872435,9
C0082,5.602819682230066,7
C0067,5.303802296778606,6
C0023,5.64187160931645,7
C0019,6.702500760503668,9
C0030,6.2746113507580015,8
C0081,6.890334413039173,9
C0039,6.306038032528039,8
C0033,6.236604396294088,8
C0041,4.970854424084411,5
C0051,6.2361738763367525,8
C0060,5.648410699121214,7
C0075,6.200428034848358,8
C0093,6.834937243732732,9
C0075,6.857661265170068,9
C0092,6.545062262717842,9
C0078,6.7320438272277885,9
C0071,6.716861081883424,9
C0069,6.003590726905823,7
C0061,5.7183754769591015,7
C0001,6.518645687233539,9
C0065,6.434418099627138,8
C0034,6.138871107830436,8
C0045,5.821358081393286,7
C0012,6.592948639133699,9
C0037,6.427329527607229,8
C0015,4.908750213592645,5
C0024,6.067290685225978,8
C0024,6.384452133705033,8
C0016,6.176781612881735,8
C0005,5.373471220148461,6
C0008,6.875645225063903,9
C0070,6.6529404457114625,9
C0017,4.966056250698289,5
C0062,5.84883474635534,7
C0070,6.728078222413091,9
C0033,6.77887590605801,9
C0069,5.837672136428001,7
C0067,6.120143560961571,8
C0068,6.17082338605117,8
C0055,4.576667825515379,4
C0031,6.088886132689151,8
C0063,6.292439131376038,8
C0004,5.745020382672446,7
C0051,5.271408549990819,6
C0027,6.041468260343076,8
C0064,6.490283376949355,9
C0085,6.808686042769854,9
C0074,4.26507138131118,4
C0015,6.848217566265941,9
C0002,5.405286587545279,6
C0027,6.609484004976088,9
C0069,5.192567886364428,6
C0073,4.8782461060505105,5
C0069,6.6060418931173785,9
C0081,4.675162557808126,5
C0089,2.8039662579320366,0
C0083,6.822295425030647,9
C0058,5.738441517141043,7
C0001,6.782214731486662,9
C0029,3.398192872641857,2
C0062,6.758048045741109,9
C0047,6.573861714725663,9
C0028,4.417514427603435,4
C0045,5.788919874624994,7
C0001,6.243992128110349,8
C0048,6.7063976809897845,9
C0015,6.715892347700959,9
C0015,4.904014725645983,5
C0002,5.904953045160004,7
C0014,5.553657016078564,6
C0072,5.721032828062729,7
C0083,2.747270914255491,0
C0089,5.248338996741795,6
C0087,4.720728526622364,5
C0022,6.781012221954242,9
C0039,3.6331024386449378,2
C0053,5.817140921425089,7
C0018,6.766548793757163,9
C0035,5.807030761127753,7
C0068,6.078650908786898,8
C0094,6.433261584463537,8
C0056,5.488441735405012,6
C0044,5.304200029706192,6
C0035,6.2848615084298665,8
C0042,6.60907966505549,9
C0021,6.0703912476617825,8
C0055,6.469637838598723,9
C0094,6.338682413524118,8
C0026,6.243759050513878,8
C0020,3.9562312600924665,3
C0065,6.677373091844226,9
C0002,4.04602928527588,3
C0042,6.596203921579413,9
C0027,4.169142772297287,3
C0014,5.666011376969203,7
C0093,5.57450867228432,7
C0058,6.76229010405019,9
C0004,4.106108429142343,3
C0090,6.797996214989397,9
C0091,6.680352670747544,9
C0012,3.807550983831435,3
C0023,6.9047006182529085,9
C0040,6.183592034891002,8
C0084,6.684211647646587,9
C0012,5.078107009211268,5
C0029,6.811376528459425,9
C0036,5.240953049158466,6
C0049,6.8855812421156015,9
C0025,4.637927750226264,4
C0095,6.892976610444328,9
C0086,5.48608241396043,6
C0082,6.191237112098952,8
C0001,6.140013854211221,8
C0089,6.271536485808084,8
C0026,5.692654116868358,7
C0052,4.454347296253507,4
C0082,6.455607284833558,8
C0049,6.831176564749763,9
C0090,5.333105192033701,6
C0056,6.734876993815478,9
C0012,6.903446007394039,9
C0001,5.412226240655819,6
C0053,3.794364961959914,3
C0004,3.7577056450437887,2
C0082,6.212946719095526,8
C0067,6.7273478890014,9
C0086,5.659760922561871,7
C0070,3.503152104185149,2
C0034,5.604882526001319,7
C0058,5.258380396944336,6
C0041,6.192853166619162,8
C0073,6.005046888081249,7
C0089,5.62459495675918,7
C0085,5.352000303464221,6
C0048,6.7725195777054905,9
C0019,4.6194674906889155,4
C0068,6.5874535914434285,9
C0064,6.297680059425269,8
C0076,6.70871880301116,9
C0028,6.527051073815432,9
C0060,4.619171705623905,4
C0020,6.313837859349693,8
C0032,6.904078528009697,9
C0021,6.574420116594067,9
C0093,5.7903270760563865,7
C0041,6.177529090180771,8
C0055,6.357270179153829,8
C0070,6.304850915348019,8
C0096,6.609740002390565,9
C0039,6.8255903209275,9
C0078,6.486358940042571,9
C0058,6.48188336109631,9
C0024,5.545060250112571,6
C0081,6.674435121216367,9
C0030,6.569088636412388,9
C0019,6.04384350195289,8
C0079,5.297416961304872,6
C0053,5.819370510469463,7
C0055,6.350012735428395,8
C0049,6.377220023595735,8
C0043,6.132877300058306,8
C0076,6.564405445820657,9
C0051,5.087102386099101,5
C0019,5.709797680310989,7
C0089,6.644076150459651,9
C0001,5.290486787432848,6
C0093,5.83501539448142,7
C0080,5.630996704930548,7
C0067,6.848429812897322,9
C0064,6.711387534754778,9
C0092,6.049473987610882,8
C0023,6.892123740587268,9
C0069,6.480565898399813,9
C0071,5.570936561322772,7
C0001,5.3893456648956,6
C0036,6.33648939140473,8
C0085,6.1707398019655315,8
C0091,6.733294743240011,9
C0037,6.136343808426067,8
C0055,6.5825097859753905,9
C0048,6.747739097349466,9
C0086,6.570280540023335,9
C0051,6.356159742672935,8
C0095,6.108002363355934,8
C0071,5.44673737166631,6
C0068,6.238910390945157,8
C0040,3.7316994512968646,2
C0058,5.97133836747439,7
C0024,3.9247417778359206,3
C0091,6.275439757628437,8
C0099,6.632225731235727,9
C0034,6.335142900050929,8
C0045,6.1231724030997485,8
C0093,3.4242626545931514,2
C0047,6.767481205490222,9
C0018,5.3992932838880385,6
C0006,6.77051415666863,9
C0017,6.782883426932149,9
C0087,6.715698488200025,9
C0095,6.261300826414174,8
C0016,6.195832943095858,8
C0087,4.863140194454346,5
C0012,3.175968323856924,1
C0086,5.665526629201668,7
C0008,6.860160400174453,9
C0049,6.826187241918314,9
C0029,6.308753964312421,8
C0024,6.125405230961421,8
C0095,6.5354154213058,9
C0056,6.596504295683963,9
C0011,6.7073878708570644,9
C0067,3.4048573424936426,2
C0046,3.575710756008298,2
C0002,4.125843229281472,3
C0002,5.731462490429511,7
C0045,6.691152788211308,9
C0066,6.539022212929588,9
C0085,5.654171974102867,7
C0012,5.183803979759276,6
C0034,5.8226020099981834,7
C0080,4.014760082879258,3
C0050,6.093163366932816,8
C0002,5.776692110043519,7
C0021,3.380654480430826,2
C0061,6.686934029037495,9
C0033,4.53141599739943,4
C0087,6.822033978576659,9
C0084,5.643253681581379,7
C0095,4.579954936847027,4
C0092,6.885714148105257,9
C0072,5.867911773479654,7
C0061,3.8418151103846494,3
C0026,6.090381849778949,8
C0044,5.26030392434982,6
C0058,6.590781701894957,9
C0030,6.0070425770713,7
C0054,5.945315891082002,7
C0060,6.709231166849483,9
C0035,6.348964150921271,8
C0071,5.684939386854721,7
C0031,6.489782272230762,9
C0064,6.793914462558377,9
C0007,6.133094309238645,8
C0066,6.45318395676602,8
C0069,5.261964537082238,6
C0065,5.136445286621491,6
C0071,5.9744201124987235,7
C0042,5.727043168230753,7
C0080,5.5272839311650355,6
C0084,6.400406935795691,8
C0053,6.749439269534983,9
C0061,5.714029791107751,7
C0052,5.591732970847578,7
C0059,6.392084603552947,8
C0059,5.957571616084798,7
C0020,6.758408044119198,9
C0012,6.878233776044965,9
C0034,6.593510179137635,9
C0014,5.708405107141645,7
C0081,6.110025058229752,8
C0023,6.378986298404886,8
C0019,5.738183901373533,7
C0006,4.183118274275528,3
C0087,6.82517769455482,9
C0088,6.764889023208194,9
C0033,6.283611636518922,8
C0015,6.772817183128684,9
C0077,5.7277593840376495,7
C0050,6.78407237326956,9
C0098,5.872399439949042,7
C0085,6.193609155826134,8
C0008,5.039870419364591,5
C0050,6.559898483494286,9
C0054,5.129602813160299,6
C0038,5.561681131348611,6
C0006,5.7747068129929,7
C0007,6.367895548631091,8
C0034,6.790333428090682,9
C0077,4.01656318470207,3
C0017,6.813433610439527,9
C0069,6.826122140577203,9
C0011,6.487623133830569,9
C0100,6.8160456095540125,9
C0078,5.816932572588857,7
C0087,5.372543188900008,6
C0054,4.153242203469586,3
C0086,3.251536607107749,1
C0094,6.489994892779821,9
C0098,6.870427173716138,9
C0050,6.342332664012927,8
C0067,5.536428344984033,6
C0029,6.8376439250840155,9
C0089,6.743316861386399,9
C0084,6.11609078124636,8
C0084,6.880199070211091,9
C0078,5.186323789587112,6
C0069,3.8979240810486444,3
C0005,5.760131301609848,7
C0071,6.048175638692024,8
C0098,6.509052256353095,9
C0052,6.39537845272341,8
C0087,6.177819624974356,8
C0003,6.56343230581621,9
C0003,6.536995899112988,9
C0097,6.499982510272228,9
C0009,5.17031352596367,6
C0025,6.4325541661890755,8
C0042,6.631777773388975,9
C0050,6.4866941832494165,9
C0032,6.877162041897306,9
C0064,6.596927397023044,9
C0004,6.143176541471878,8
C0056,5.9823481184617,7
C0086,5.674937084542365,7
C0099,5.424421243343763,6
C0020,5.454936425989619,6
C0010,3.6816030451431603,2
C0091,5.868081485535274,7
C0006,5.859360706474645,7
C0026,6.438839058293356,8
C0024,5.23073421522424,6
C0088,6.026493796027377,8
C0065,6.401651821551476,8
C0068,6.033445869348084,8
C0036,6.5579992015320565,9
C0035,5.557445631581756,6
C0034,4.591375474965902,4
C0013,5.695279762164452,7
C0053,3.497113438491982,2
C0016,6.826989810179691,9
C0032,5.62390919707302,7
C0073,5.7430031878094825,7
C0063,6.4909662971425295,9
C0026,6.564250370996743,9
C0057,6.830280105702726,9
C0041,6.349541008462198,8
C0068,6.732651610446655,9
C0036,6.3406061868298575,8
C0046,6.636169627917047,9
C0010,5.146854737340066,6
C0053,6.784151586120189,9
C0092,6.640542278369696,9
C0037,6.9019283352716245,9
C0014,6.701948080914794,9
C0034,4.786658062033468,5
C0014,4.958078043357579,5
C0012,6.761433870269212,9
C0054,5.461668449709889,6
C0080,5.657564000854586,7
C0080,6.283760957110508,8
C0012,6.299647532409592,8
C0008,6.687781697998748,9
C0077,4.050392674692918,3
C0010,6.404269320519532,8
C0005,6.72683274310189,9
C0048,6.678467892907438,9
C0033,6.411456954496684,8
C0039,6.211964607476774,8
C0019,6.725417722060181,9
C0083,5.961469149572581,7
C0079,4.421848128860553,4
C0090,6.892418265971899,9
C0086,5.848113672212099,7
C0073,6.626240814341598,9
C0003,5.5299448275105565,6
C0051,5.762742967479711,7
C0004,4.703113260318055,5
C0007,6.694203083206077,9
C0002,5.920263883096861,7
C0037,6.7945081903460345,9
C0047,6.515734390981397,9
C0038,6.90163659797396,9
C0057,6.750715429520851,9
C0029,6.584045257742891,9
C0005,6.906844864680775,9
C0039,5.654207002212929,7
C0077,6.638764104973846,9
C0058,6.626413067076536,9
C0075,6.807017395809754,9
C0079,6.601922813543027,9
C0029,4.648899948849417,4
C0074,6.339512384346196,8
C0029,6.816867306788398,9
C0081,5.706512079227068,7
C0095,4.994438159193685,5
C0028,6.072883230769142,8
C0088,6.087592574202202,8
C0041,5.995008260731347,7
C0058,5.68262693258341,7
C0089,6.15625838703372,8
C0010,2.9595868269176377,1
C0073,6.430960642959063,8
C0098,6.079223561213986,8
C0027,4.948050418904635,5
C0064,6.515127419675465,9
C0031,4.360930671379148,4
C0090,6.284675059534968,8
C0085,4.576153236917599,4
C0038,6.226378554021108,8
C0059,4.164958341550092,3
C0018,6.26398856451963,8
C0048,4.655197679587739,4
C0083,5.869240414362608,7
C0040,3.925531355452938,3
C0057,6.541607033250923,9
C0087,6.660613561393886,9
C0073,6.599353358716016,9
C0012,6.746329869020937,9
C0021,6.069975312726496,8
C0010,5.70224796456425,7
C0066,6.87428122212442,9
C0002,5.3884779462559935,6
C0092,6.718010236171939,9
C0010,5.593260513478021,7
C0024,6.838362327473846,9
C0021,6.49108765636598,9
C0045,6.769171142720963,9
C0012,6.295634937064565,8
C0079,6.5040037019407135,9
C0039,6.5693271308124075,9
C0072,6.630934013863102,9
C0095,5.151845462647779,6
C0071,6.679699683306906,9
C0064,4.738564069158622,5
C0091,5.89222415412396,7
C0039,6.7793990435299945,9
C0007,6.57196081262276,9
C0048,6.874973789457758,9
C0028,6.507441878013575,9
C0018,5.7897766678230616,7
C0068,6.801783465408695,9
C0004,6.531562524325989,9
C0025,4.842689903246808,5
C0051,6.421443390020222,8
C0017,6.754662372848312,9
C0020,6.265738379523799,8
C0097,4.440649253819643,4
C0082,6.424869023905388,8
C0099,3.6790816116338254,2
C0027,6.467030801228835,9
C0091,6.630300726685792,9
C0057,4.484921613391916,4
C0099,6.144228551659611,8
C0017,6.695613485775703,9
C0027,5.196173892879333,6
C0051,5.342573457802574,6
C0051,6.751931533694394,9
C0059,5.956070502908879,7
C0018,6.574489894908391,9
C0098,6.392603644845124,8
C0017,6.6812811875714715,9
C0054,6.239827401555038,8
C0041,6.772965952633498,9
C0079,6.0882736030360425,8
C0049,6.795537975861097,9
C0052,6.794653767869122,9
C0097,6.849522170217356,9
C0074,4.95547488291898,5
C0037,6.867766270765774,9
C0009,6.751569195792809,9
C0093,6.890232650512118,9
C0083,5.1813340110622175,6
C0022,4.223030903183424,3
C0051,6.810021163818686,9
C0092,5.710460129409442,7
C0036,4.755915072680517,5
C0066,5.806218718796781,7
C0053,6.8617846362238515,9
C0091,5.5859744386873125,7
C0032,6.747386976404022,9
C0073,4.835170178098788,5
C0058,6.510630295148974,9
C0047,6.408182767444053,8
C0029,6.429751735583373,8
C0094,6.21895862115945,8
C0010,6.053922780947592,8
C0069,3.5771095532709265,2
C0054,6.902400970220212,9
C0033,6.002082971568591,7
C0044,6.778762144297765,9
C0039,5.943297938487373,7
C0015,2.986691528901842,1
C0067,5.694775365496226,7
C0018,5.381278887262384,6
C0088,6.551508814661472,9
C0040,4.269697449699962,4
C0033,6.064807941332192,8
C0071,6.771156329068114,9
C0049,6.360265670844555,8
C0003,3.2422016501716975,1
C0056,5.43389666078986,6
C0061,6.660447100668629,9
C0048,5.960051276402239,7
C0081,6.2262401826519,8
C0028,6.901012598114744,9
C0007,5.273870973643111,6
C0046,5.477801568521831,6
C0021,6.40867705024978,8
C0085,6.396879653966105,8
C0002,6.812653077548811,9
C0049,5.2292887801376,6
C0062,5.276889419134416,6
C0051,3.495901317131453,2
C0043,6.06269158764624,8
C0035,6.788678907327199,9
C0049,5.50142146252452,6
C0086,6.585302311568037,9
C0072,6.730480963409695,9
C0012,4.5916795958055925,4
C0017,6.901052867922462,9
C0036,6.876295571163845,9
C0096,6.7207507742838,9
C0073,6.046402441863648,8
C0054,6.467030801228835,9
C0070,6.826621142583566,9
C0002,6.678405005758406,9
C0006,4.615714399863762,4
C0051,6.677851428249711,9
C0026,5.337057194863967,6
C0018,6.023326520256726,8
C0029,5.805406016517118,7
C0039,6.0668734583876045,8
C0007,6.307205511089657,8
C0046,5.436817643793142,6
C0017,6.879510113541834,9
C0094,6.620792947454705,9
C0057,5.458393314394671,6
C0042,6.690767740479264,9
C0013,4.912948960138995,5
C0080,6.669815298425171,9
C0058,6.828896037402928,9
C0024,6.043155262513337,8
C0049,4.387760166521642,4
C0085,6.272499576837969,8
C0063,6.887950451683538,9
C0002,6.838790978515601,9
C0059,6.5251469530169,9
C0007,2.7638002162067017,0
C0095,6.868598563780943,9
C0014,5.53492980380921,6
C0067,6.37401920363304,8
C0057,5.122057401132677,6
C0099,6.549006758096496,9
C0037,6.14025086443609,8
C0010,6.880979999145148,9
C0095,4.460028800318421,4
C0078,5.5345745570076295,6
C0063,6.787247283994098,9
C0094,5.655432213715154,7
C0001,5.982196733287066,7
C0093,5.315125318197404,6
C0062,5.470293931287002,6
C0038,6.425176918154249,8
C0070,6.486907461334378,9
C0001,6.65978098053742,9
C0037,6.708975017744909,9
C0068,6.029530747914438,8
C0009,6.341945346883387,8
C0013,6.432232446918533,8
C0079,6.03526609833723,8
C0009,6.10389997643777,8
C0008,4.929352929476567,5
C0019,5.229181627713174,6
C0050,6.418169158208565,8
C0099,4.672080891270718,4
C0098,6.5416358762154045,9
C0069,6.898169481678541,9
C0061,4.157632301458019,3
C0006,4.7962862904635415,5
C0049,5.9949584363622375,7
C0079,6.864774706407671,9
C0003,6.22295318115769,8
C0077,6.013470627370596,7
C0064,6.72855684017416,9
C0065,6.8803121371519795,9
C0028,6.850465091754574,9
C0038,6.0688421681293265,8
C0019,4.130033404630607,3
C0005,4.984428201927082,5
C0027,4.981206483405444,5
C0016,5.171279133377313,6
C0078,6.739928168338635,9
C0062,6.787506706385962,9
C0052,6.718626606255205,9
C0010,5.525413097700675,6
C0083,6.045715961939898,8
C0010,6.1450007524701835,8
C0037,5.198994145253251,6
C0048,6.712324166234463,9
C0078,3.525772116243786,2
C0058,6.253598015713387,8
C0032,6.778978280578219,9
C0095,6.5220633859729125,9
C0066,5.141546590598088,6
C0039,4.715995741076976,5
C0082,6.821957710483379,9
C0087,5.993013347097833,7
C0008,6.233508357922672,8
C0043,6.385211262261948,8
C0048,6.652875932495908,9
C0039,2.712706012638404,0
C0006,6.766848181166705,9
C0061,3.892840186011372,3
C0072,6.62296236223105,9
C0033,6.722365018529719,9
C0031,5.872202292947151,7
C0076,6.228096716602747,8
C0012,6.064389677122539,8
C0054,5.41258311267638,6
C0004,6.68586094706836,9
C0017,6.426747323625328,8
C0021,6.708047453145543,9
C0070,6.728915653224452,9
C0002,4.00460218672124,3
C0096,6.512309806256219,9
C0014,6.322475469291199,8
C0038,6.789725963001244,9
C0094,5.236601524567384,6
C0026,5.815890176771269,7
C0076,6.443176906381466,8
C0074,6.872532164772081,9
C0032,5.941170753053515,7
C0090,6.441106017548975,8
C0039,5.394536224288579,6
C0099,6.8435367066554855,9
C0013,6.538270061306654,9
C0083,6.539629307279129,9
C0069,6.876161407390958,9
C0081,6.1772177092036324,8
C0071,6.1849526915145665,8
C0054,6.682872716464071,9
C0019,4.9670316566141235,5
C0061,6.82804085075234,9
C0100,6.035481432524756,8
C0012,6.715759073331241,9
C0070,6.630525061764161,9
C0059,6.261816059186742,8
C0051,5.634182275926246,7
C0039,6.009672766756651,7
C0041,2.7285062096695922,0
C0078,3.8251570724064843,3
C0026,5.540086381985411,6
C0073,5.200980133659079,6
C0100,5.003274939689963,5
C0025,4.383525510797617,4
C0098,6.462935848795417,9
C0016,5.571088826264064,7
C0053,6.140660113469835,8
C0015,6.689201180001734,9
C0092,6.834173322304168,9
C0095,6.306512485091684,8
C0064,6.36909586428671,8
C0009,3.2457124788217606,1
C0027,6.603374556907305,9
C0094,5.089631300322754,5
C0076,6.845964978025686,9
C0082,6.670550835019571,9
C0091,4.881209746655798,5
C0093,4.368054477106998,4
C0056,5.695515060237774,7
C0032,5.755362394629381,7
C0046,6.1865377878271,8
C0023,5.786590585843515,7
C0090,5.578937058999309,7
C0056,6.743870711542849,9
C0037,6.284358016610296,8
C0013,6.793892050832562,9
C0016,6.154199703227096,8
C0067,5.488648428115696,6
C0041,6.80575577545649,9
C0076,6.483504825970557,9
C0008,5.055863566699327,5
C0049,6.038801274597481,8
C0039,5.9027152972553525,7
C0066,6.716376832097927,9
C0038,6.8184977449057085,9
C0040,2.7930039069823738,0
C0082,4.940641922275721,5
C0034,6.666027607690081,9
C0026,3.8152918164683745,3
C0039,6.730516781525308,9
C0063,6.62797523642621,9
C0045,6.5658000381285,9
C0086,6.513422970651951,9
C0076,3.9651845535423784,3
C0040,6.053241445974626,8
C0025,5.645764868286627,7
C0052,5.783148030036942,7
C0049,5.531609248914061,6
C0096,5.000248201209769,5
C0021,6.0140573957606165,7
C0039,6.777133933773699,9
C0024,6.171094986090446,8
C0054,6.757281165627302,9
C0095,4.752382565668478,5
C0008,6.23935924588473,8
C0060,5.0388339484549345,5
C0095,5.582217295704357,7
C0079,4.874433672915854,5
C0009,6.8983209149951685,9
C0085,5.533547578997394,6
C0061,6.859908669524917,9
C0074,6.792142386859959,9
C0047,6.671944333940246,9
C0051,6.716643198498591,9
C0058,6.632291590468228,9
C0088,5.994160908655725,7
C0002,6.766802127398923,9
C0050,6.7394904616779145,9
C0017,4.426641427432833,4
C0054,6.2122252617203975,8
C0054,5.746873892087149,7
C0061,5.960283429624408,7
C0042,6.336560209172938,8
C0049,6.306348276984908,8
C0049,6.863761593296247,9
C0006,3.822317092343653,3
C0051,4.323205073865539,4
C0034,5.974343820299564,7
C0096,6.3944432332962045,8
C0095,6.592523850665113,9
C0078,6.42666643514623,8
C0019,5.5269259572933045,6
C0077,6.889581125003227,9
C0068,5.301761428950591,6
C0002,6.1089586521390435,8
C0090,5.570974629731707,7
C0034,6.23719117042245,8
C0050,3.105035008444441,1
C0039,5.073797869053896,5
C0004,6.842736642607688,9
C0006,6.183983928878383,8
C0065,6.393055493667545,8
C0007,5.965402872780123,7
C0052,6.734900767961095,9
C0090,6.734318138621712,9
C0021,5.989888305491614,7
C0089,6.645012943054637,9
C0060,5.76938293174015,7
C0042,6.7616885028473535,9
