customer_id,transaction_amount^2,transaction_amount transaction_quantity,transaction_quantity^2
C0068,16304.7361,893.8299999999999,49.0
C0038,377917.5625,1229.5,4.0
C0078,885612.7449,3764.28,16.0
C0030,502014.76089999994,1417.06,4.0
C0004,297919.4724,2183.28,16.0
C0012,481247.43840000004,1387.44,4.0
C0066,758641.0,6968.0,64.0
C0002,718917.4521,3391.56,16.0
C0022,1006.7929,253.84,64.0
C0009,789290.0963999999,4442.099999999999,25.0
C0042,53791.524900000004,927.72,16.0
C0082,571294.1056,4535.04,36.0
C0088,708273.7281000001,2524.77,9.0
C0044,918166.4041,4791.05,25.0
C0082,6880.7025,580.65,49.0
C0057,821379.69,5437.799999999999,36.0
C0060,692257.2803999999,832.02,1.0
C0022,9765.392399999999,790.56,64.0
C0016,939096.6649000001,6783.490000000001,49.0
C0041,243492.9025,1973.8,16.0
C0021,531995.1844,2188.14,9.0
C0047,34380.5764,741.68,16.0
C0077,979981.2036000001,8909.460000000001,81.0
C0018,160216.0729,2001.35,25.0
C0043,702512.1856,6705.28,64.0
C0036,761902.0369000001,3491.48,16.0
C0039,544644.0,5904.0,64.0
C0074,437793.9556,4631.62,49.0
C0096,154834.3801,3147.92,64.0
C0086,2100.3889,45.83,1.0
C0091,676456.9009,822.47,1.0
C0014,14177.664899999998,1071.6299999999999,81.0
C0071,799253.8801,5364.0599999999995,36.0
C0015,279925.6464,529.08,1.0
C0055,815409.0,5418.0,36.0
C0070,107374.1824,1966.08,36.0
C0091,97600.00810000002,2499.28,64.0
C0019,68722.62249999998,2097.2,64.0
C0034,854330.4899999999,4621.5,25.0
C0100,58032.810000000005,481.8,4.0
C0080,111556.0,2338.0,49.0
C0010,258084.32039999997,3556.14,49.0
C0027,158213.0176,3579.84,81.0
C0084,459792.48640000005,2034.2400000000002,9.0
C0030,46837.61639999999,1298.52,36.0
C0038,306317.97160000005,3874.2200000000003,49.0
C0048,199773.24159999998,2681.7599999999998,36.0
C0033,349588.3876,3547.56,36.0
C0024,578512.36,6084.8,64.0
C0058,153538.5856,783.68,4.0
C0048,127391.88640000002,713.84,4.0
C0073,833715.0864,8217.720000000001,81.0
C0012,53782.2481,1623.37,49.0
C0014,353406.47040000005,2377.92,16.0
C0098,994826.7080999999,1994.82,4.0
C0089,459697.5601,1356.02,4.0
C0008,15289.322500000002,123.65,1.0
C0011,110184.1636,2655.52,64.0
C0028,770884.0,5268.0,36.0
C0014,143307.6736,2649.92,49.0
C0027,533192.04,4381.200000000001,36.0
C0018,984738.6756000001,7938.72,64.0
C0048,7791.5929,88.27,1.0
C0084,619195.8720999999,4721.34,36.0
C0007,111569.36039999999,2338.14,49.0
C0009,149792.2209,2709.21,49.0
C0038,740546.3024999999,6884.4,64.0
C0032,409600.0,1920.0,9.0
C0043,27056.960100000004,986.94,36.0
C0004,971801.6399999999,7886.4,64.0
C0047,760540.9681,872.09,1.0
C0055,281006.01,4770.900000000001,81.0
C0048,2709.2025,312.29999999999995,36.0
C0057,459534.85209999996,4745.23,49.0
C0011,440073.0244,5307.04,64.0
C0056,7347.9184,85.72,1.0
C0085,92203.32249999998,2732.85,81.0
C0100,368181.96839999995,2427.12,16.0
C0008,205.34890000000001,28.66,4.0
C0084,19096.4761,829.14,36.0
C0088,779053.3696,2647.92,9.0
C0056,176517.61959999998,2520.84,36.0
C0035,621385.3583999999,4729.68,36.0
C0034,913802.1648999999,2867.79,9.0
C0095,656683.3296,4862.16,36.0
C0040,518529.60810000007,5760.72,64.0
C0075,208100.1924,3649.44,64.0
C0002,8572.9081,833.3100000000001,81.0
C0009,286813.80249999993,3748.8499999999995,49.0
C0032,885048.1929,2822.31,9.0
C0004,458992.7001,677.49,1.0
C0085,804196.4329,3587.08,16.0
C0065,9381.8596,387.44,16.0
C0057,468595.01159999997,6160.86,81.0
C0053,105716.01959999999,2601.12,64.0
C0093,273633.61000000004,2615.5,25.0
C0036,123643.6569,2109.7799999999997,36.0
C0094,142899.12039999999,378.02,1.0
C0020,521.2089,182.64,64.0
C0082,68173.21,2088.8,64.0
C0010,20294.8516,427.38,9.0
C0016,31145.190399999996,529.4399999999999,9.0
C0027,792420.4323999999,6231.259999999999,49.0
C0015,761221.3504,6107.360000000001,49.0
C0056,581391.0001000001,762.49,1.0
C0064,643990.2001,1604.98,4.0
C0093,511697.0089000001,6437.97,81.0
C0067,23953.752900000003,464.31000000000006,9.0
C0038,168740.20839999997,821.56,4.0
C0004,946981.9969,6811.91,49.0
C0100,62660.102399999996,500.64,4.0
C0085,109012.22890000002,2971.53,81.0
C0067,385.7296,176.76,81.0
C0040,746219.5456000001,6910.72,64.0
C0082,73002.6361,1080.76,16.0
C0067,40040.009999999995,1800.8999999999999,81.0
C0023,78955.38010000001,1123.96,16.0
C0019,661684.6336000001,4067.2000000000003,25.0
C0030,280815.20639999997,1589.7599999999998,9.0
C0081,963793.7929,2945.19,9.0
C0039,299066.7969,3828.09,49.0
C0033,260222.4144,3570.84,49.0
C0041,20491.9225,429.45000000000005,9.0
C0051,259998.00999999998,4589.099999999999,81.0
C0060,79998.46559999998,565.68,4.0
C0075,242024.64159999997,2951.7599999999998,36.0
C0093,862613.7128999999,1857.54,4.0
C0075,902766.0196,3800.56,16.0
C0092,482747.0399999999,3474.0,25.0
C0078,702009.3796,1675.72,4.0
C0071,680988.0484000001,5776.54,49.0
C0069,163119.0544,1615.52,16.0
C0061,92057.62810000002,606.82,4.0
C0001,457868.7556,4059.96,36.0
C0065,386784.48639999994,621.92,1.0
C0034,213934.00089999998,1850.12,16.0
C0045,113185.1449,3027.87,81.0
C0012,531338.9448999999,3644.6499999999996,25.0
C0037,381330.9504,617.52,1.0
C0015,18082.1809,806.8199999999999,36.0
C0024,185338.8601,1291.53,9.0
C0024,349943.2335999999,2957.7999999999997,25.0
C0016,230822.5936,1441.32,9.0
C0005,46057.4521,1931.4900000000002,81.0
C0008,935862.76,2902.2,9.0
C0070,599168.8836,4644.36,36.0
C0017,20294.8516,1139.68,64.0
C0062,119598.38889999999,2766.64,64.0
C0070,696457.0116,2503.62,9.0
C0033,771024.4864,5268.4800000000005,36.0
C0069,116950.32040000001,2393.86,49.0
C0067,206052.4449,2269.65,25.0
C0068,228082.65639999998,955.16,4.0
C0055,9252.516099999999,192.38,4.0
C0031,193538.4049,879.86,4.0
C0063,291027.88090000005,4315.76,64.0
C0004,97113.2569,1558.15,25.0
C0051,37515.8161,1549.52,64.0
C0027,175988.6401,419.51,1.0
C0064,432582.4441,2630.84,16.0
C0085,818445.9023999999,7237.44,64.0
C0074,4923.8289,631.53,81.0
C0015,885857.4400000001,5647.200000000001,36.0
C0002,49097.69640000001,886.32,16.0
C0027,549229.2100000001,741.1,1.0
C0069,32015.944900000002,1252.51,49.0
C0073,17004.16,652.0,25.0
C0069,545456.1024999999,2215.6499999999996,9.0
C0081,11289.0625,212.5,4.0
C0089,240.5601,93.06,36.0
C0083,841054.0681,1834.18,4.0
C0058,95839.77639999999,1547.8999999999999,25.0
C0001,776196.2404,6167.139999999999,49.0
C0029,835.7881,57.82,4.0
C0062,739531.2016,5159.76,36.0
C0047,511410.9169,4290.78,36.0
C0028,6705.9721,573.23,49.0
C0045,106054.43560000001,2605.28,64.0
C0001,264103.48809999996,1541.73,9.0
C0048,666868.2244000001,7349.58,81.0
C0015,679668.3363999999,3297.68,16.0
C0015,17910.468900000003,535.32,16.0
C0002,133846.2225,1829.25,25.0
C0014,66141.5524,514.36,4.0
C0072,92549.80840000002,304.22,1.0
C0083,213.16,102.2,49.0
C0089,35815.5625,189.25,1.0
C0087,12376.5625,667.5,36.0
C0022,774329.6016,879.96,1.0
C0039,1356.4488999999999,294.64,64.0
C0053,112231.70009999999,1340.04,16.0
C0018,752226.6360999999,867.31,1.0
C0035,109978.45689999999,994.89,9.0
C0068,189607.9936,3918.96,81.0
C0094,385889.44000000006,3727.2000000000003,36.0
C0056,58023.174399999996,1927.04,64.0
C0044,40072.032400000004,800.72,16.0
C0035,286642.4521,4818.51,81.0
C0042,548784.6399999999,740.8,1.0
C0021,186494.42250000002,1295.5500000000002,9.0
C0055,415058.0625,1288.5,4.0
C0094,319281.50249999994,5085.45,81.0
C0026,263980.16409999994,4110.32,64.0
C0020,2627.5876,51.26,1.0
C0065,629213.8329,7139.07,81.0
C0002,3155.0689,224.68,16.0
C0042,534814.3160999999,6581.789999999999,81.0
C0027,4052.5955999999996,445.62,49.0
C0014,82874.89439999999,2303.04,64.0
C0093,68969.2644,2363.58,81.0
C0058,745839.5044,2590.86,9.0
C0004,3565.2841000000003,417.97,49.0
C0090,801114.5025,4475.25,25.0
C0091,632979.36,2386.8,9.0
C0012,1939.5216,176.16,16.0
C0023,991916.4025000001,8963.550000000001,81.0
C0040,233994.7129,4353.57,81.0
C0084,637889.7423999999,5590.759999999999,49.0
C0012,25430.6809,1275.76,64.0
C0029,822866.6944,4535.6,25.0
C0036,35287.6225,1690.6499999999999,81.0
C0049,954665.7849000001,6839.490000000001,49.0
C0025,10471.428899999999,613.98,36.0
C0095,968905.5489,2952.9900000000002,9.0
C0086,57748.8961,1682.17,49.0
C0082,237607.5025,974.9,4.0
C0001,214424.5636,1389.18,9.0
C0089,279090.32409999997,4226.32,64.0
C0026,87426.6624,591.36,4.0
C0052,7225.0,595.0,49.0
C0082,403555.26759999996,635.26,1.0
C0049,856143.0784,6476.96,49.0
C0090,42468.966400000005,1236.48,36.0
C0056,706003.2576,5041.4400000000005,36.0
C0012,989428.0900000001,6962.900000000001,49.0
C0001,49786.9969,446.26,4.0
C0053,1887.9025000000001,130.35000000000002,9.0
C0004,1751.4225000000001,251.10000000000002,36.0
C0082,248173.3489,498.17,1.0
C0067,695439.2448999999,5003.58,36.0
C0086,81841.7664,858.24,9.0
C0070,1038.1283999999998,257.76,64.0
C0034,73305.5625,1083.0,16.0
C0058,36545.96889999999,382.34,4.0
C0041,238378.29760000002,2441.2,25.0
C0073,163595.98090000002,2022.3500000000001,25.0
C0089,76264.34560000002,1656.96,36.0
C0085,44112.6009,1680.24,64.0
C0048,761273.7001,7852.59,81.0
C0019,10088.193599999999,602.64,36.0
C0068,525523.5048999999,2899.72,16.0
C0064,294100.13609999995,542.31,1.0
C0076,669974.9904,818.52,1.0
C0028,465642.4644,2047.1399999999999,9.0
C0060,10082.168099999999,200.82,4.0
C0020,303777.34559999994,2204.64,16.0
C0032,990681.8089000001,1990.66,4.0
C0021,511983.1809,2146.59,9.0
C0093,106354.2544,1304.48,16.0
C0041,231168.64,1923.2,16.0
C0055,331395.94889999996,1727.0099999999998,9.0
C0070,298356.2884,3823.54,49.0
C0096,549510.8640999999,2223.87,9.0
C0039,846620.8144,4600.6,25.0
C0078,429195.3169,1310.26,4.0
C0058,425364.8400000001,1956.6000000000001,9.0
C0024,65009.700899999996,2039.76,64.0
C0081,625522.8099999999,4745.4,36.0
C0030,506545.3584,4270.32,36.0
C0019,176828.66009999998,1682.04,16.0
C0079,39529.3924,397.64,4.0
C0053,112734.77759999999,671.52,4.0
C0055,326612.25,2857.5,25.0
C0049,344909.54409999994,2349.16,16.0
C0043,211379.25759999998,3678.08,64.0
C0076,501816.3921,5667.12,64.0
C0051,25895.246399999996,321.84,4.0
C0019,90486.65610000001,2105.67,49.0
C0089,588626.5284000001,2301.66,9.0
C0001,38982.5536,1579.52,64.0
C0093,116328.74489999999,682.14,4.0
C0080,77250.6436,1667.6399999999999,36.0
C0067,886233.96,3765.6,16.0
C0064,673564.9041,4103.55,25.0
C0092,178835.9521,3383.12,64.0
C0023,967252.5801,7867.92,64.0
C0069,424243.79560000007,651.34,1.0
C0071,68476.42240000001,1308.4,25.0
C0001,47550.1636,436.12,4.0
C0036,317881.71609999996,5074.289999999999,81.0
C0085,228044.45160000003,2865.2400000000002,36.0
C0091,703769.9881,7550.19,81.0
C0037,212853.0496,2768.16,36.0
C0055,520345.8225,721.35,1.0
C0048,724422.2768999999,3404.52,16.0
C0086,507756.00490000006,2137.71,9.0
C0051,330659.5009,4025.21,49.0
C0095,201098.4336,448.44,1.0
C0071,53361.0,693.0,9.0
C0068,261427.69,1533.9,9.0
C0040,1660.5625,285.25,49.0
C0058,152904.46089999998,1564.12,16.0
C0024,2464.1296,297.84000000000003,36.0
C0091,281281.7296,4242.88,64.0
C0099,574821.7488999999,3790.85,25.0
C0034,317025.30249999993,2815.25,25.0
C0045,207307.1961,1365.93,9.0
C0093,882.0899999999999,267.3,81.0
C0047,753632.3344,3472.48,16.0
C0018,48510.0625,881.0,16.0
C0006,758222.9776,6095.32,49.0
C0017,777236.1921,7052.88,64.0
C0087,679404.5475999999,4945.5599999999995,36.0
C0095,273424.41,4183.2,64.0
C0016,239806.09,1958.8,16.0
C0087,16494.264900000002,1027.44,64.0
C0012,526.7025,160.65,49.0
C0086,82794.3076,2301.92,64.0
C0008,907294.3504,5715.12,36.0
C0049,847633.2488999999,5524.0199999999995,36.0
C0029,300698.68960000004,3290.16,36.0
C0024,208237.06889999998,2281.65,25.0
C0095,473509.1344,2064.36,9.0
C0056,535136.1409,731.53,1.0
C0011,668191.8048999999,2452.29,9.0
C0067,847.3920999999999,58.22,4.0
C0046,1205.4784,208.32,36.0
C0002,3711.2464,548.28,81.0
C0002,94507.05640000002,1844.52,36.0
C0045,646818.0625,3217.0,16.0
C0066,476942.1721,4143.66,36.0
C0085,80928.87040000001,1706.88,36.0
C0012,31456.569600000006,1064.16,36.0
C0034,113467.92250000002,1684.25,25.0
C0080,2960.4480999999996,54.41,1.0
C0050,195204.9124,441.82,1.0
C0002,103484.4561,643.38,4.0
C0021,805.9921,170.34,36.0
C0061,641376.7396,6406.88,64.0
C0033,8443.7721,367.56,16.0
C0087,840613.9225,4584.25,25.0
C0084,79174.7044,1406.9,25.0
C0095,9314.180100000001,193.02,4.0
C0092,954919.8400000001,2931.6000000000004,9.0
C0072,124263.3001,2115.06,36.0
C0061,2080.2721,182.44,16.0
C0026,194119.54809999999,2643.54,36.0
C0044,36687.571599999996,957.6999999999999,25.0
C0058,529038.0225000001,2182.05,9.0
C0030,164251.8784,2836.96,49.0
C0054,145130.52159999998,2285.7599999999998,36.0
C0060,670662.7236000001,4094.7000000000003,25.0
C0035,325926.81,1141.8,4.0
C0071,86083.55999999998,1467.0,25.0
C0031,432148.4644,4601.66,49.0
C0064,794593.96,8022.599999999999,81.0
C0007,211471.2196,4138.74,81.0
C0066,401601.0384,3168.6000000000004,25.0
C0069,36810.259600000005,575.58,9.0
C0065,28598.192100000004,1014.6600000000001,36.0
C0071,153852.2176,784.48,4.0
C0042,93672.7236,306.06,1.0
C0080,62730.2116,1502.76,36.0
C0084,361309.1881,3606.54,36.0
C0053,726892.6564000001,1705.16,4.0
C0061,91258.36809999998,1510.4499999999998,25.0
C0052,71395.84,267.2,1.0
C0059,355335.21,4172.7,49.0
C0059,148741.3489,1157.01,9.0
C0020,740064.4728999999,860.27,1.0
C0012,940725.4080999999,3879.64,16.0
C0034,531936.8356,4376.04,36.0
C0014,90234.15209999999,1201.56,16.0
C0081,201915.42250000002,4044.15,81.0
C0023,346132.18890000007,2353.32,16.0
C0019,95790.25,2166.5,49.0
C0006,4169.284899999999,516.56,64.0
C0087,845921.6676,4598.7,25.0
C0088,749730.8569,3463.48,16.0
C0033,285925.4784,2673.6000000000004,25.0
C0015,761727.4728999999,7854.93,81.0
C0077,93807.43839999998,1837.6799999999998,36.0
C0050,779088.6756,1765.32,4.0
C0098,125386.81000000001,1416.4,16.0
C0085,238739.73210000002,2931.66,36.0
C0008,23546.902499999997,920.6999999999999,36.0
C0050,497307.04000000004,1410.4,4.0
C0054,28207.202499999996,503.84999999999997,9.0
C0038,67215.7476,259.26,1.0
C0006,103073.10250000001,1284.2,16.0
C0007,338526.14890000003,4654.64,64.0
C0034,788917.0041,1776.42,4.0
C0077,2971.3401,272.55,25.0
C0017,826262.8201,4544.95,25.0
C0069,847522.7721000001,8285.49,81.0
C0011,430283.52160000004,1967.88,9.0
C0100,830595.2769,2734.11,9.0
C0078,112184.8036,1674.7,25.0
C0087,45971.6481,214.41,1.0
C0054,3923.7696,250.56,16.0
C0086,616.5288999999999,99.32,16.0
C0094,432332.55039999995,5917.68,81.0
C0098,926136.7696,5774.16,36.0
C0050,321625.0944,4536.96,64.0
C0067,63892.672900000005,1516.6200000000001,36.0
C0029,867301.0641,1862.58,4.0
C0089,718035.9169,5084.22,36.0
C0084,204385.36809999996,904.18,4.0
C0084,944434.1124000001,6802.740000000001,49.0
C0078,31616.3961,355.62,4.0
C0069,2332.89,386.4,64.0
C0005,100102.63209999999,2847.5099999999998,81.0
C0071,178371.07559999998,844.68,4.0
C0098,449154.63610000006,1340.38,4.0
C0052,357687.7249000001,1196.14,4.0
C0087,231303.2836,961.88,4.0
C0003,500839.29000000004,3538.5,25.0
C0003,475010.42410000006,3446.05,25.0
C0097,441068.6569,1328.26,4.0
C0009,30614.5009,524.91,9.0
C0025,385342.9776,620.76,1.0
C0042,574306.3089000001,1515.66,4.0
C0050,429483.62250000006,4587.45,49.0
C0032,938709.0769,5813.22,36.0
C0064,535589.7856000001,3659.2000000000003,25.0
C0004,215788.12089999998,1393.59,9.0
C0056,156317.4369,1976.85,25.0
C0086,84372.82090000002,290.47,1.0
C0099,51021.774399999995,903.52,16.0
C0020,54247.0681,1863.28,64.0
C0010,1498.4641000000001,309.68,64.0
C0091,124305.60489999999,705.14,4.0
C0006,122150.25,2097.0,36.0
C0026,390225.1023999999,3748.08,36.0
C0024,34569.9649,743.72,16.0
C0088,170783.8276,2479.56,36.0
C0065,362211.38560000004,3009.2000000000003,25.0
C0068,173180.82249999998,2080.75,25.0
C0036,495418.8996,2111.58,9.0
C0035,66646.5856,2323.44,81.0
C0034,9531.616899999999,488.15,25.0
C0013,87888.53159999999,1482.3,25.0
C0053,1025.2804,32.02,1.0
C0016,848996.3881,8292.69,81.0
C0032,76159.44090000002,2483.7300000000005,81.0
C0073,96721.0,2488.0,64.0
C0063,433174.58559999993,4607.12,49.0
C0026,501660.5584,6374.5199999999995,81.0
C0057,854607.8025000001,5546.700000000001,36.0
C0041,326303.71290000004,4569.84,64.0
C0068,702864.2569,3353.48,16.0
C0036,320514.4996,1698.42,9.0
C0046,579379.7688999999,6089.36,64.0
C0010,29203.392099999994,1367.12,64.0
C0053,779212.2529000001,7061.84,64.0
C0092,584475.5401,5351.57,49.0
C0037,986426.3761000001,4965.950000000001,25.0
C0014,660952.7401,6503.92,64.0
C0034,14137.210000000001,118.9,1.0
C0014,19971.342399999998,706.5999999999999,25.0
C0012,744561.8944,4314.4,25.0
C0054,54985.5601,703.47,9.0
C0080,81481.7025,570.9,4.0
C0080,286011.04,1604.3999999999999,9.0
C0012,295261.8244,2173.52,16.0
C0008,642466.3716,4007.7,25.0
C0077,3183.2164000000002,507.78000000000003,81.0
C0010,364115.69639999996,4223.94,49.0
C0005,694722.25,3334.0,16.0
C0048,630594.81,6352.8,64.0
C0033,369396.52839999995,607.78,1.0
C0039,247685.3824,2986.08,36.0
C0019,692756.5824000001,7490.88,81.0
C0083,149908.3524,2323.08,36.0
C0079,6765.0625,575.75,49.0
C0090,967823.0883999999,983.78,1.0
C0086,119425.53639999998,1382.32,16.0
C0073,567973.2496,6782.76,81.0
C0003,63066.2769,2260.17,81.0
C0051,100628.52840000001,951.6600000000001,9.0
C0004,11944.304100000001,218.58,4.0
C0007,650781.0241,4840.26,36.0
C0002,138019.6801,3343.59,81.0
C0037,795539.1248999999,4459.65,25.0
C0047,455206.5961000001,4722.83,49.0
C0038,985850.4099999999,3971.6,16.0
C0057,728752.4689,853.67,1.0
C0029,521948.45160000003,2167.38,9.0
C0005,996183.6481000001,6986.63,49.0
C0039,80934.5601,1706.94,36.0
C0077,582397.9225,6105.2,64.0
C0058,568169.2128999999,5276.389999999999,49.0
C0075,815716.0488999999,7225.36,64.0
C0079,540974.9601,5148.57,49.0
C0029,10706.0409,206.94,4.0
C0074,319812.87039999996,3393.12,36.0
C0029,831962.8944,2736.36,9.0
C0081,89892.0324,1199.28,16.0
C0095,21488.6281,1319.31,81.0
C0028,187428.3849,2597.58,36.0
C0088,193037.2096,1757.44,16.0
C0041,160336.17640000003,800.84,4.0
C0058,85684.99840000001,292.72,1.0
C0089,221520.83560000002,2353.3,25.0
C0010,334.5241,91.44999999999999,25.0
C0073,384114.8529,3098.85,25.0
C0098,189825.7761,3485.52,64.0
C0027,19572.010000000002,419.70000000000005,9.0
C0064,454653.51839999994,4719.96,49.0
C0031,5979.9289,695.97,81.0
C0090,286535.38409999997,1070.58,4.0
C0085,9242.8996,672.98,49.0
C0038,254944.20640000002,1514.76,9.0
C0059,4018.2921,570.51,81.0
C0018,274900.97609999997,2621.5499999999997,25.0
C0048,10843.0569,208.26,4.0
C0083,124594.88040000001,1764.9,25.0
C0040,2468.1023999999998,99.36,4.0
C0057,479417.75999999995,2769.6,16.0
C0087,608446.8008999999,4680.18,36.0
C0073,538198.3044,2934.48,16.0
C0012,722381.0048999999,5099.58,36.0
C0021,186338.98890000003,1295.01,9.0
C0010,89126.13160000001,298.54,1.0
C0066,933310.5664000001,7728.64,64.0
C0002,47467.3369,1960.83,81.0
C0092,682556.8688999999,2478.5099999999998,9.0
C0010,71615.11210000001,802.83,9.0
C0024,868549.4416,1863.92,4.0
C0021,433279.8976,3949.44,36.0
C0045,756186.7681000001,6956.72,64.0
C0012,292897.44000000006,4329.6,64.0
C0079,444635.57609999995,4667.67,49.0
C0039,506787.3721,4983.23,49.0
C0072,573336.6961000001,6814.710000000001,81.0
C0095,29498.0625,1030.5,36.0
C0071,632152.2064,3975.4,25.0
C0064,12830.0929,226.54,4.0
C0091,130472.66409999998,1083.6299999999999,9.0
C0039,771832.5316,2635.62,9.0
C0007,509467.61289999995,3568.85,25.0
C0048,934605.5625,5800.5,36.0
C0028,447708.19210000004,4014.66,36.0
C0018,106236.8836,2607.52,64.0
C0068,807212.4025000001,3593.8,16.0
C0004,469869.12090000004,1370.94,4.0
C0025,15828.1561,880.6700000000001,49.0
C0051,376860.9321,4297.23,49.0
C0017,734534.7024999999,3428.2,16.0
C0020,275866.5529,2626.15,25.0
C0097,7027.4689,251.49,9.0
C0082,379456.0,3696.0,36.0
C0099,1490.7321,77.22,4.0
C0027,412896.20490000007,3212.8500000000004,25.0
C0091,572610.0241,3783.55,25.0
C0057,7686.0289,175.34,4.0
